ID_Registro,Ciudad,Fecha,Hora,Latitud,Longitud,Tipo_Zona,Tipo_Sensor,Fuente_Principal_Ruido,Nivel_Ruido_dB,Clasificacion_Normativa,Indice_Movilidad,Flujo_Vehicular_veh_h,Velocidad_Promedio_kmh,Saturacion_Transporte,Condicion_Climatica,Calidad_Señal_Sensor,Observaciones,Franja_Horaria,Es_Hora_Pico,Supera_Limite_Normativo,Indice_Congestion,Ratio_Ruido_Velocidad,Es_Diurno,Mes,Trimestre
COL-0881,Bogotá,2025-07-02,20,4.6945,-74.0729,Mixta,Sensor_Fijo,Tráfico_Vehicular,57.8,Moderado,57,606,40.6,0.79,Ventoso,0.93,Semáforo averiado,Noche,0,0,0.702,1.4236,1,7,3
COL-0348,Bogotá,2025-07-08,3,4.7544,-74.0336,Comercial,Sensor_Fijo,Eventos,60.6,Moderado,31,458,46.6,0.34,Nublado,0.7,Evento especial cercano,Madrugada,0,1,0.328,1.3004,0,7,3
COL-0636,Bogotá,2025-07-10,13,4.7142,-74.1186,Mixta,Sensor_Fijo,Transporte_Público,66.3,Alto,47,479,38.9,0.74,Nublado,0.99,Medición estándar,Tarde,0,0,0.632,1.7044,1,7,3
COL-0416,Bogotá,2025-07-16,0,4.6745,-74.0546,Residencial,Sensor_Fijo,Construcción,46.4,Bajo,3,34,66.0,0.12,Despejado,0.96,Festival o concierto,Madrugada,0,0,0.084,0.703,0,7,3
COL-0651,Bogotá,2025-07-17,21,4.7303,-74.0282,Residencial,Sensor_Móvil,Mixta,42.0,Bajo,39,561,48.2,0.44,Despejado,0.92,Semáforo averiado,Noche,0,0,0.42,0.8714,1,7,3
COL-0095,Bogotá,2025-07-20,16,4.7068,-74.0418,Residencial,Sensor_Ciudadano,Eventos,58.1,Alto,32,409,49.2,0.47,Nublado,0.74,Semáforo averiado,Tarde,0,0,0.41,1.1809,1,7,3
COL-0802,Bogotá,2025-07-30,10,4.6826,-74.1214,Residencial,Sensor_Fijo,Tráfico_Vehicular,55.9,Alto,33,439,50.4,0.34,Lluvioso,0.9,Semáforo averiado,Mañana,0,0,0.336,1.1091,1,7,3
COL-0720,Bogotá,2025-08-02,7,4.7062,-74.067,Comercial,Sensor_Móvil,Eventos,79.1,Crítico,84,931,30.0,0.99,Despejado,0.78,Moto dañada transitando,Mañana,1,1,0.93,2.6367,1,8,3
COL-0017,Bogotá,2025-08-02,16,4.6754,-74.0761,Hospitalaria,Sensor_Móvil,Transporte_Público,49.2,Alto,35,360,51.3,0.41,Nublado,0.86,Festival o concierto,Tarde,0,0,0.386,0.9591,1,8,3
COL-0874,Bogotá,2025-08-05,10,4.6614,-74.0947,Comercial,Sensor_Móvil,Transporte_Público,74.2,Alto,62,757,33.9,0.74,Lluvioso,0.91,Moto dañada transitando,Mañana,0,1,0.692,2.1888,1,8,3
COL-0344,Bogotá,2025-08-09,5,4.7341,-74.0751,Industrial,Sensor_Fijo,Mixta,72.6,Moderado,10,131,60.9,0.08,Lluvioso,0.98,Festival o concierto,Madrugada,0,1,0.088,1.1921,0,8,3
COL-0396,Bogotá,2025-08-16,11,4.6833,-74.0775,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,68.0,Alto,50,545,46.2,0.59,Lluvioso,0.74,Mercado informal,Mañana,0,0,0.554,1.4719,1,8,3
COL-0417,Bogotá,2025-08-18,0,4.6841,-74.077,Hospitalaria,Sensor_Móvil,Eventos,39.0,Moderado,0,0,64.8,0.0,Lluvioso,0.94,Moto dañada transitando,Madrugada,0,0,0.0,0.6019,0,8,3
COL-0759,Bogotá,2025-08-23,23,4.6753,-74.0752,Residencial,Sensor_Fijo,Tráfico_Vehicular,30.8,Bajo,5,61,62.1,0.0,Nublado,0.97,Moto dañada transitando,Noche,0,0,0.02,0.496,0,8,3
COL-0557,Bogotá,2025-08-24,7,4.6942,-74.1175,Residencial,Sensor_Fijo,Comercio,64.5,Crítico,50,526,47.7,0.57,Nublado,0.75,Mercado informal,Mañana,1,0,0.542,1.3522,1,8,3
COL-0112,Bogotá,2025-08-26,5,4.761,-74.1051,Mixta,Sensor_Fijo,Tráfico_Vehicular,54.2,Bajo,22,193,47.6,0.38,Despejado,0.92,Festival o concierto,Madrugada,0,0,0.316,1.1387,0,8,3
COL-0437,Bogotá,2025-09-05,13,4.6881,-74.0968,Mixta,Sensor_Fijo,Transporte_Público,63.6,Moderado,54,465,40.0,0.72,Nublado,0.86,Medición estándar,Tarde,0,0,0.648,1.59,1,9,3
COL-0163,Bogotá,2025-09-06,23,4.7221,-74.097,Comercial,Sensor_Fijo,Transporte_Público,63.0,Moderado,22,289,51.6,0.27,Ventoso,0.98,Festival o concierto,Noche,0,1,0.25,1.2209,0,9,3
COL-0635,Bogotá,2025-09-07,0,4.7054,-74.1199,Comercial,Sensor_Móvil,Transporte_Público,56.6,Bajo,21,218,50.8,0.36,Nublado,0.71,Mercado informal,Madrugada,0,0,0.3,1.1142,0,9,3
COL-0071,Bogotá,2025-09-11,15,4.7537,-74.0264,Hospitalaria,Sensor_Ciudadano,Eventos,46.7,Alto,39,366,46.8,0.62,Despejado,0.81,Operación normal,Tarde,0,0,0.528,0.9979,1,9,3
COL-0043,Bogotá,2025-09-15,17,4.7093,-74.0285,Residencial,Sensor_Móvil,Tráfico_Vehicular,56.2,Alto,55,792,39.5,0.62,Despejado,0.7,Mercado informal,Tarde,1,0,0.592,1.4228,1,9,3
COL-0704,Bogotá,2025-09-15,17,4.7006,-74.0799,Industrial,Sensor_Fijo,Tráfico_Vehicular,85.6,Alto,70,595,33.4,0.97,Nublado,0.88,Mercado informal,Tarde,1,1,0.862,2.5629,1,9,3
COL-0014,Bogotá,2025-09-19,19,4.6747,-74.12,Comercial,Sensor_Fijo,Tráfico_Vehicular,91.1,Crítico,88,1009,30.8,1.0,Lluvioso,0.86,Mercado informal,Noche,1,1,0.952,2.9578,1,9,3
COL-0433,Bogotá,2025-09-21,23,4.7584,-74.0745,Hospitalaria,Sensor_Móvil,Tráfico_Vehicular,40.7,Moderado,0,0,67.0,0.0,Lluvioso,0.94,Alta afluencia peatonal,Noche,0,0,0.0,0.6075,0,9,3
COL-0127,Bogotá,2025-09-24,7,4.7161,-74.039,Residencial,Sensor_Móvil,Transporte_Público,58.0,Alto,64,707,31.9,0.72,Despejado,0.99,Mercado informal,Mañana,1,0,0.688,1.8182,1,9,3
COL-0245,Bogotá,2025-09-28,5,4.6621,-74.0664,Residencial,Sensor_Fijo,Comercio,36.9,Bajo,0,0,57.3,0.04,Nublado,0.79,Obra en construcción,Madrugada,0,0,0.024,0.644,0,9,3
COL-0272,Bogotá,2025-09-30,15,4.6663,-74.036,Mixta,Sensor_Móvil,Comercio,62.0,Moderado,51,733,42.2,0.77,Nublado,0.8,Festival o concierto,Tarde,0,0,0.666,1.4692,1,9,3
COL-0423,Bogotá,2025-10-21,13,4.7184,-74.0674,Industrial,Sensor_Móvil,Tráfico_Vehicular,78.4,Moderado,60,690,29.4,0.71,Despejado,0.91,Medición estándar,Tarde,0,1,0.666,2.6667,1,10,4
COL-0728,Bogotá,2025-10-23,21,4.7052,-74.0707,Mixta,Sensor_Fijo,Transporte_Público,65.3,Alto,57,762,37.6,0.63,Lluvioso,0.82,Moto dañada transitando,Noche,0,1,0.606,1.7367,1,10,4
COL-0342,Bogotá,2025-10-26,17,4.6841,-74.0396,Residencial,Sensor_Móvil,Mixta,50.2,Moderado,65,809,32.0,0.96,Despejado,0.73,Semáforo averiado,Tarde,1,0,0.836,1.5688,1,10,4
COL-0788,Bogotá,2025-10-28,19,4.7561,-74.0641,Mixta,Sensor_Fijo,Tráfico_Vehicular,78.4,Crítico,79,1150,25.3,1.0,Lluvioso,0.9,Festival o concierto,Noche,1,1,0.916,3.0988,1,10,4
COL-0002,Bogotá,2025-11-05,21,4.6673,-74.1132,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,43.6,Bajo,25,312,51.6,0.25,Nublado,0.85,Obra en construcción,Noche,0,0,0.25,0.845,1,11,4
COL-0184,Bogotá,2025-11-21,7,4.7445,-74.1165,Comercial,Sensor_Móvil,Construcción,85.9,Crítico,93,1012,27.4,1.0,Nublado,0.91,Semáforo averiado,Mañana,1,1,0.972,3.135,1,11,4
COL-0801,Bogotá,2025-12-05,12,4.6993,-74.031,Mixta,Sensor_Fijo,Construcción,69.0,Alto,58,669,39.8,0.71,Despejado,0.81,Festival o concierto,Tarde,0,1,0.658,1.7337,1,12,4
COL-0189,Bogotá,2025-12-10,22,4.6672,-74.0305,Residencial,Sensor_Móvil,Industrial,52.4,Moderado,0,0,62.8,0.0,Despejado,0.95,Festival o concierto,Noche,0,0,0.0,0.8344,0,12,4
COL-0772,Bogotá,2025-12-12,0,4.7393,-74.0326,Educativa,Sensor_Fijo,Transporte_Público,49.0,Moderado,1,13,52.8,0.16,Lluvioso,0.99,Moto dañada transitando,Madrugada,0,0,0.1,0.928,0,12,4
COL-0528,Bogotá,2025-12-27,2,4.6713,-74.1183,Comercial,Sensor_Fijo,Tráfico_Vehicular,57.1,Bajo,20,261,44.5,0.36,Nublado,0.74,Operación normal,Madrugada,0,0,0.296,1.2831,0,12,4
COL-0785,Bogotá,2025-12-31,21,4.7282,-74.0815,Comercial,Sensor_Fijo,Tráfico_Vehicular,67.7,Moderado,50,422,50.4,0.56,Lluvioso,0.84,Medición estándar,Noche,0,1,0.536,1.3433,1,12,4
COL-0261,Bucaramanga,2022-01-16,20,7.0863,-73.1598,Comercial,Sensor_Ciudadano,Tráfico_Vehicular,65.9,Moderado,65,637,42.8,0.85,Lluvioso,0.92,Mercado informal,Noche,0,1,0.77,1.5397,1,1,1
COL-0596,Bucaramanga,2022-02-03,23,7.1324,-73.1704,Residencial,Sensor_Móvil,Tráfico_Vehicular,40.3,Bajo,0,0,57.9,0.13,Nublado,0.94,Obra en construcción,Noche,0,0,0.078,0.696,0,2,1
COL-0380,Bucaramanga,2022-03-26,11,7.1036,-73.1348,Hospitalaria,Sensor_Móvil,Construcción,62.7,Crítico,45,387,46.4,0.57,Nublado,0.78,Alta afluencia peatonal,Mañana,0,1,0.522,1.3513,1,3,1
COL-0585,Bucaramanga,2022-04-08,13,7.1388,-73.1664,Residencial,Sensor_Fijo,Construcción,56.4,Alto,37,372,41.2,0.4,Ventoso,0.78,Festival o concierto,Tarde,0,0,0.388,1.3689,1,4,2
COL-0968,Bucaramanga,2022-04-10,10,7.0976,-73.1538,Mixta,Sensor_Fijo,Industrial,71.8,Crítico,63,885,38.0,0.85,Lluvioso,0.82,Moto dañada transitando,Mañana,0,1,0.762,1.8895,1,4,2
COL-0007,Bucaramanga,2022-05-05,12,7.1555,-73.132,Comercial,Sensor_Ciudadano,Transporte_Público,70.4,Alto,59,830,29.3,0.75,Lluvioso,0.72,Operación normal,Tarde,0,1,0.686,2.4027,1,5,2
COL-0591,Bucaramanga,2022-05-09,0,7.0986,-73.1377,Hospitalaria,Sensor_Fijo,Industrial,48.3,Alto,8,73,62.5,0.19,Lluvioso,0.83,Medición estándar,Madrugada,0,1,0.146,0.7728,0,5,2
COL-0793,Bucaramanga,2022-05-13,2,7.097,-73.1461,Mixta,Sensor_Fijo,Tráfico_Vehicular,60.1,Moderado,24,233,43.6,0.22,Nublado,0.96,Obra en construcción,Madrugada,0,1,0.228,1.3784,0,5,2
COL-0419,Bucaramanga,2022-05-15,14,7.1616,-73.1363,Residencial,Sensor_Fijo,Eventos,52.8,Moderado,38,483,51.7,0.58,Lluvioso,0.91,Medición estándar,Tarde,0,0,0.5,1.0213,1,5,2
COL-0133,Bucaramanga,2022-05-18,9,7.0927,-73.1357,Residencial,Sensor_Fijo,Transporte_Público,58.3,Alto,52,490,35.1,0.74,Nublado,0.7,Operación normal,Mañana,1,0,0.652,1.661,1,5,2
COL-0830,Bucaramanga,2022-06-01,12,7.1132,-73.1349,Industrial,Sensor_Ciudadano,Transporte_Público,86.8,Alto,41,592,35.0,0.58,Despejado,0.76,Semáforo averiado,Tarde,0,1,0.512,2.48,1,6,2
COL-0861,Bucaramanga,2022-06-11,7,7.086,-73.1326,Educativa,Sensor_Fijo,Construcción,73.1,Crítico,66,647,29.8,0.77,Lluvioso,0.96,Evento especial cercano,Mañana,1,1,0.726,2.453,1,6,2
COL-0203,Bucaramanga,2022-07-07,9,7.1594,-73.1001,Educativa,Sensor_Móvil,Industrial,77.1,Crítico,72,1013,38.4,0.92,Lluvioso,0.83,Festival o concierto,Mañana,1,1,0.84,2.0078,1,7,3
COL-0065,Bucaramanga,2022-08-12,18,7.0875,-73.0811,Residencial,Sensor_Fijo,Comercio,60.9,Crítico,59,554,38.5,0.8,Despejado,0.76,Operación normal,Noche,1,1,0.716,1.5818,1,8,3
COL-0831,Bucaramanga,2022-09-14,0,7.0853,-73.0948,Residencial,Sensor_Móvil,Transporte_Público,37.3,Bajo,0,0,56.0,0.08,Despejado,0.8,Alta afluencia peatonal,Madrugada,0,0,0.048,0.6661,0,9,3
COL-0845,Bucaramanga,2022-09-22,4,7.1264,-73.1459,Industrial,Sensor_Ciudadano,Transporte_Público,70.6,Moderado,12,159,58.1,0.19,Nublado,0.81,Mercado informal,Madrugada,0,1,0.162,1.2151,0,9,3
COL-0265,Bucaramanga,2022-09-22,10,7.1509,-73.0811,Industrial,Sensor_Fijo,Transporte_Público,79.5,Moderado,44,614,42.1,0.52,Nublado,0.84,Operación normal,Mañana,0,1,0.488,1.8884,1,9,3
COL-0781,Bucaramanga,2022-10-05,13,7.1095,-73.1577,Comercial,Sensor_Móvil,Tráfico_Vehicular,73.0,Alto,57,775,42.9,0.71,Ventoso,0.73,Evento especial cercano,Tarde,0,1,0.654,1.7016,1,10,4
COL-0565,Bucaramanga,2022-10-12,10,7.1238,-73.1149,Comercial,Sensor_Fijo,Transporte_Público,67.0,Moderado,58,755,38.3,0.81,Nublado,0.8,Operación normal,Mañana,0,0,0.718,1.7493,1,10,4
COL-0939,Bucaramanga,2022-10-16,15,7.1108,-73.1391,Residencial,Sensor_Fijo,Construcción,61.6,Crítico,39,473,38.7,0.51,Despejado,0.91,Festival o concierto,Tarde,0,0,0.462,1.5917,1,10,4
COL-0200,Bucaramanga,2022-10-18,15,7.1441,-73.1371,Residencial,Sensor_Móvil,Tráfico_Vehicular,46.4,Bajo,20,160,53.3,0.27,Nublado,0.95,Evento especial cercano,Tarde,0,0,0.242,0.8705,1,10,4
COL-0922,Bucaramanga,2022-10-22,2,7.1239,-73.0765,Mixta,Sensor_Fijo,Industrial,63.7,Moderado,28,350,44.8,0.3,Despejado,0.96,Festival o concierto,Madrugada,0,1,0.292,1.4219,0,10,4
COL-0324,Bucaramanga,2022-10-30,6,7.1302,-73.0912,Industrial,Sensor_Móvil,Transporte_Público,60.4,Bajo,54,544,40.7,0.79,Nublado,0.77,Alta afluencia peatonal,Mañana,0,0,0.69,1.484,1,10,4
COL-0130,Bucaramanga,2022-11-09,9,7.0851,-73.0881,Residencial,Sensor_Ciudadano,Transporte_Público,54.3,Moderado,65,728,40.8,0.73,Nublado,0.95,Moto dañada transitando,Mañana,1,0,0.698,1.3309,1,11,4
COL-0851,Bucaramanga,2022-11-10,2,7.0788,-73.1149,Hospitalaria,Sensor_Fijo,Eventos,39.7,Moderado,0,0,53.2,0.04,Ventoso,0.96,Semáforo averiado,Madrugada,0,0,0.024,0.7462,0,11,4
COL-0485,Bucaramanga,2022-11-12,20,7.1362,-73.0767,Comercial,Sensor_Fijo,Eventos,67.1,Moderado,66,878,41.1,0.74,Despejado,0.89,Semáforo averiado,Noche,0,1,0.708,1.6326,1,11,4
COL-0875,Bucaramanga,2022-12-12,19,7.136,-73.0984,Industrial,Sensor_Fijo,Comercio,89.3,Crítico,78,1132,28.5,0.97,Nublado,0.75,Mercado informal,Noche,1,1,0.894,3.1333,1,12,4
COL-0330,Bucaramanga,2022-12-22,14,7.1366,-73.1571,Hospitalaria,Sensor_Fijo,Tráfico_Vehicular,48.2,Alto,37,430,47.7,0.57,Despejado,0.78,Evento especial cercano,Tarde,0,0,0.49,1.0105,1,12,4
COL-0335,Bucaramanga,2022-12-29,18,7.0847,-73.1523,Residencial,Sensor_Móvil,Comercio,58.0,Alto,63,540,42.7,0.93,Despejado,0.71,Alta afluencia peatonal,Noche,1,1,0.81,1.3583,1,12,4
COL-0187,Bucaramanga,2023-01-05,13,7.1063,-73.15,Residencial,Sensor_Móvil,Tráfico_Vehicular,46.9,Moderado,38,325,43.8,0.45,Despejado,0.92,Operación normal,Tarde,0,0,0.422,1.0708,1,1,1
COL-0844,Bucaramanga,2023-01-08,5,7.0761,-73.1215,Mixta,Sensor_Ciudadano,Transporte_Público,51.8,Bajo,18,217,55.1,0.18,Despejado,0.88,Operación normal,Madrugada,0,0,0.18,0.9401,0,1,1
COL-0311,Bucaramanga,2023-03-30,4,7.1405,-73.0956,Comercial,Sensor_Móvil,Tráfico_Vehicular,54.5,Bajo,25,268,47.2,0.41,Nublado,0.89,Mercado informal,Madrugada,0,0,0.346,1.1547,0,3,1
COL-0165,Bucaramanga,2023-04-05,6,7.1008,-73.1057,Educativa,Sensor_Fijo,Construcción,43.2,Bajo,49,437,40.1,0.63,Nublado,0.72,Obra en construcción,Mañana,0,0,0.574,1.0773,1,4,2
COL-0582,Bucaramanga,2023-05-02,6,7.1405,-73.1438,Educativa,Sensor_Fijo,Tráfico_Vehicular,40.2,Bajo,43,638,52.9,0.54,Despejado,0.72,Semáforo averiado,Mañana,0,0,0.496,0.7599,1,5,2
COL-0982,Bucaramanga,2023-06-26,7,7.0713,-73.1076,Residencial,Sensor_Ciudadano,Transporte_Público,60.8,Crítico,65,601,36.4,0.75,Despejado,0.97,Medición estándar,Mañana,1,0,0.71,1.6703,1,6,2
COL-1000,Bucaramanga,2023-07-27,23,7.1305,-73.0843,Residencial,Sensor_Fijo,Tráfico_Vehicular,35.5,Bajo,2,27,56.3,0.01,Despejado,0.74,Mercado informal,Noche,0,0,0.014,0.6306,0,7,3
COL-0672,Bucaramanga,2023-08-09,13,7.0747,-73.1539,Residencial,Sensor_Móvil,Construcción,69.7,Crítico,26,231,47.2,0.24,Nublado,0.85,Semáforo averiado,Tarde,0,1,0.248,1.4767,1,8,3
COL-0583,Bucaramanga,2023-09-09,11,7.0983,-73.1402,Mixta,Sensor_Fijo,Tráfico_Vehicular,68.5,Alto,52,751,49.5,0.57,Nublado,0.87,Festival o concierto,Mañana,0,1,0.55,1.3838,1,9,3
COL-0073,Bucaramanga,2023-09-10,16,7.1261,-73.1381,Comercial,Sensor_Fijo,Comercio,67.6,Moderado,69,759,24.8,0.98,Despejado,0.82,Moto dañada transitando,Tarde,0,0,0.864,2.7258,1,9,3
COL-0445,Bucaramanga,2023-09-27,1,7.0914,-73.1057,Comercial,Sensor_Móvil,Transporte_Público,54.3,Bajo,21,308,53.0,0.32,Nublado,0.92,Evento especial cercano,Madrugada,0,0,0.276,1.0245,0,9,3
COL-0950,Bucaramanga,2023-10-03,17,7.1045,-73.1058,Residencial,Sensor_Fijo,Tráfico_Vehicular,54.0,Moderado,65,807,30.6,0.82,Nublado,0.82,Festival o concierto,Tarde,1,0,0.752,1.7647,1,10,4
COL-0555,Bucaramanga,2023-10-15,23,7.1169,-73.0886,Mixta,Sensor_Fijo,Industrial,66.9,Alto,18,169,55.7,0.15,Despejado,0.97,Mercado informal,Noche,0,1,0.162,1.2011,0,10,4
COL-0449,Bucaramanga,2023-11-04,22,7.0785,-73.0992,Comercial,Sensor_Fijo,Tráfico_Vehicular,65.8,Moderado,35,500,39.2,0.49,Nublado,0.72,Moto dañada transitando,Noche,0,1,0.434,1.6786,0,11,4
COL-0310,Bucaramanga,2023-11-27,7,7.1252,-73.1579,Comercial,Sensor_Móvil,Tráfico_Vehicular,73.7,Alto,89,764,24.8,1.0,Lluvioso,0.88,Festival o concierto,Mañana,1,1,0.956,2.9718,1,11,4
COL-0321,Bucaramanga,2023-12-17,15,7.1093,-73.0802,Comercial,Sensor_Ciudadano,Tráfico_Vehicular,71.9,Alto,61,598,36.7,0.88,Lluvioso,0.82,Semáforo averiado,Tarde,0,1,0.772,1.9591,1,12,4
COL-0129,Bucaramanga,2024-02-06,17,7.1529,-73.1615,Residencial,Sensor_Fijo,Comercio,54.2,Moderado,61,910,28.6,0.87,Lluvioso,0.88,Alta afluencia peatonal,Tarde,1,0,0.766,1.8951,1,2,1
COL-0100,Bucaramanga,2024-02-20,1,7.073,-73.1058,Residencial,Sensor_Móvil,Tráfico_Vehicular,30.0,Bajo,0,0,53.5,0.05,Nublado,0.81,Alta afluencia peatonal,Madrugada,0,0,0.03,0.5607,0,2,1
COL-0742,Bucaramanga,2024-02-24,2,7.1082,-73.1377,Residencial,Sensor_Fijo,Comercio,34.5,Bajo,0,0,60.1,0.0,Nublado,0.92,Evento especial cercano,Madrugada,0,0,0.0,0.574,0,2,1
COL-0308,Bucaramanga,2024-03-21,19,7.1346,-73.1328,Mixta,Sensor_Fijo,Construcción,89.2,Crítico,89,1146,21.1,1.0,Nublado,0.75,Semáforo averiado,Noche,1,1,0.956,4.2275,1,3,1
COL-0516,Bucaramanga,2024-05-07,17,7.1246,-73.1635,Residencial,Sensor_Fijo,Transporte_Público,62.8,Crítico,63,606,43.8,0.87,Despejado,0.8,Evento especial cercano,Tarde,1,0,0.774,1.4338,1,5,2
COL-0237,Bucaramanga,2024-05-30,15,7.1349,-73.1383,Hospitalaria,Sensor_Ciudadano,Construcción,61.0,Crítico,34,444,45.0,0.45,Lluvioso,0.85,Moto dañada transitando,Tarde,0,1,0.406,1.3556,1,5,2
COL-0846,Bucaramanga,2024-06-05,8,7.1256,-73.1711,Industrial,Sensor_Fijo,Construcción,102.3,Crítico,72,631,31.4,1.0,Nublado,0.98,Alta afluencia peatonal,Mañana,1,1,0.888,3.258,1,6,2
COL-0303,Bucaramanga,2024-06-11,22,7.1222,-73.0764,Comercial,Sensor_Fijo,Tráfico_Vehicular,66.3,Moderado,25,359,48.6,0.3,Despejado,0.76,Alta afluencia peatonal,Noche,0,1,0.28,1.3642,0,6,2
COL-0300,Bucaramanga,2024-06-13,16,7.0809,-73.1306,Industrial,Sensor_Fijo,Transporte_Público,85.9,Alto,60,891,32.6,0.75,Despejado,1.0,Alta afluencia peatonal,Tarde,0,1,0.69,2.635,1,6,2
COL-0786,Bucaramanga,2024-06-30,12,7.1171,-73.0721,Industrial,Sensor_Móvil,Tráfico_Vehicular,81.2,Alto,55,466,40.9,0.65,Despejado,0.78,Obra en construcción,Tarde,0,1,0.61,1.9853,1,6,2
COL-0116,Bucaramanga,2024-07-13,17,7.0861,-73.0871,Residencial,Sensor_Móvil,Construcción,63.4,Crítico,63,628,36.1,0.91,Despejado,0.86,Moto dañada transitando,Tarde,1,0,0.798,1.7562,1,7,3
COL-0228,Bucaramanga,2024-09-21,18,7.099,-73.0728,Comercial,Sensor_Fijo,Transporte_Público,77.9,Crítico,92,1049,25.4,1.0,Despejado,0.8,Operación normal,Noche,1,1,0.968,3.0669,1,9,3
COL-0262,Bucaramanga,2024-10-15,12,7.1258,-73.1085,Mixta,Sensor_Fijo,Tráfico_Vehicular,62.0,Moderado,55,742,35.3,0.82,Lluvioso,0.97,Evento especial cercano,Tarde,0,0,0.712,1.7564,1,10,4
COL-0039,Bucaramanga,2025-01-11,18,7.0885,-73.1309,Mixta,Sensor_Móvil,Construcción,79.4,Crítico,87,700,27.2,1.0,Despejado,0.81,Alta afluencia peatonal,Noche,1,1,0.948,2.9191,1,1,1
COL-0794,Bucaramanga,2025-01-31,8,7.0822,-73.1404,Residencial,Sensor_Fijo,Tráfico_Vehicular,57.7,Alto,55,673,38.2,0.64,Despejado,0.82,Semáforo averiado,Mañana,1,0,0.604,1.5105,1,1,1
COL-0144,Bucaramanga,2025-02-24,8,7.0815,-73.1471,Mixta,Sensor_Fijo,Construcción,82.3,Crítico,78,1080,33.7,0.92,Nublado,0.88,Obra en construcción,Mañana,1,1,0.864,2.4421,1,2,1
COL-0196,Bucaramanga,2025-03-05,5,7.1192,-73.0791,Residencial,Sensor_Móvil,Transporte_Público,48.2,Moderado,0,0,68.1,0.0,Lluvioso,0.96,Medición estándar,Madrugada,0,0,0.0,0.7078,0,3,1
COL-0894,Bucaramanga,2025-03-17,9,7.1237,-73.1631,Residencial,Sensor_Móvil,Transporte_Público,50.5,Moderado,60,486,25.8,0.81,Despejado,0.74,Evento especial cercano,Mañana,1,0,0.726,1.9574,1,3,1
COL-0029,Bucaramanga,2025-04-15,16,7.1264,-73.1464,Comercial,Sensor_Fijo,Industrial,80.1,Crítico,54,569,40.2,0.68,Despejado,0.94,Medición estándar,Tarde,0,1,0.624,1.9925,1,4,2
COL-0346,Bucaramanga,2025-07-03,16,7.091,-73.154,Residencial,Sensor_Móvil,Tráfico_Vehicular,53.1,Moderado,24,276,44.7,0.44,Lluvioso,0.79,Evento especial cercano,Tarde,0,0,0.36,1.1879,1,7,3
COL-0336,Bucaramanga,2025-07-10,3,7.1517,-73.1483,Mixta,Sensor_Fijo,Transporte_Público,56.8,Moderado,29,318,41.2,0.5,Despejado,0.71,Medición estándar,Madrugada,0,0,0.416,1.3786,0,7,3
COL-0316,Bucaramanga,2025-07-20,19,7.1628,-73.1377,Industrial,Sensor_Móvil,Tráfico_Vehicular,83.6,Alto,75,612,30.8,1.0,Despejado,0.98,Obra en construcción,Noche,1,1,0.9,2.7143,1,7,3
COL-0287,Bucaramanga,2025-08-04,8,7.0899,-73.1175,Mixta,Sensor_Fijo,Tráfico_Vehicular,74.2,Crítico,88,1188,30.2,1.0,Nublado,0.8,Mercado informal,Mañana,1,1,0.952,2.457,1,8,3
COL-0645,Bucaramanga,2025-08-09,16,7.1372,-73.1586,Industrial,Sensor_Fijo,Industrial,93.0,Crítico,52,693,35.0,0.67,Lluvioso,0.72,Evento especial cercano,Tarde,0,1,0.61,2.6571,1,8,3
COL-0111,Bucaramanga,2025-09-02,10,7.1287,-73.0847,Mixta,Sensor_Fijo,Tráfico_Vehicular,69.3,Alto,61,672,38.7,0.73,Despejado,0.75,Evento especial cercano,Mañana,0,1,0.682,1.7907,1,9,3
COL-0479,Bucaramanga,2025-09-17,8,7.1576,-73.1679,Mixta,Sensor_Fijo,Comercio,72.0,Crítico,89,713,17.8,1.0,Despejado,0.75,Alta afluencia peatonal,Mañana,1,1,0.956,4.0449,1,9,3
COL-0451,Bucaramanga,2025-10-04,7,7.1027,-73.0989,Hospitalaria,Sensor_Fijo,Industrial,63.8,Crítico,70,933,40.2,0.88,Despejado,0.95,Semáforo averiado,Mañana,1,1,0.808,1.5871,1,10,4
COL-0723,Bucaramanga,2025-10-06,18,7.0805,-73.1516,Comercial,Sensor_Ciudadano,Tráfico_Vehicular,76.9,Alto,86,954,21.2,0.99,Despejado,0.93,Mercado informal,Noche,1,1,0.938,3.6274,1,10,4
COL-0647,Bucaramanga,2025-11-03,11,7.0823,-73.0969,Mixta,Sensor_Fijo,Tráfico_Vehicular,66.2,Alto,63,514,43.3,0.85,Despejado,0.87,Alta afluencia peatonal,Mañana,0,0,0.762,1.5289,1,11,4
COL-0438,Bucaramanga,2025-12-01,19,7.1594,-73.1273,Industrial,Sensor_Fijo,Tráfico_Vehicular,92.6,Crítico,73,1008,30.4,0.95,Despejado,0.7,Mercado informal,Noche,1,1,0.862,3.0461,1,12,4
COL-0084,Bucaramanga,2025-12-29,3,7.0911,-73.0955,Comercial,Sensor_Ciudadano,Comercio,57.7,Bajo,29,434,44.1,0.27,Despejado,0.81,Semáforo averiado,Madrugada,0,0,0.278,1.3084,0,12,4
COL-0278,Cali,2022-02-08,7,3.4588,-76.4885,Comercial,Sensor_Fijo,Construcción,85.4,Crítico,84,744,27.3,1.0,Despejado,0.82,Semáforo averiado,Mañana,1,1,0.936,3.1282,1,2,1
